content/country,content/application_id,content/date,content/rating,content/title,content/body,content/body_length,content/vote_count,content/vote_sum,content/is_edited,content/id,content/author/name,content/author/type,content/author/id,content/response/date,content/response/id,content/response/body,content/sort_score/most_positive,content/sort_score/most_recent,content/sort_score/most_useful,content/sort_score/most_critical
us,634598719,2020-07-31T00:27:11Z,5,Closest thing to being hypnotized!,"I used to always joke and say that if I could find someone to hypnotize me to make me hate pizza I would be just fine......
Noom pretty much did just that (without the hypnosis- haha). The tips and ideas were small, easy to maintain, and really made sense. Losing weight wasn’t for a group or other people- it basically just taught me little things that help me keep on track and made losing weight simple-more of a lifestyle and not something I “had” to do.
I have felt for too long this pressure of having to please others and it always threw me into a down slide. It’s not for others...it’s for me! It explained why I hit a plateau. It explained when and why I feel hungry and the science behind it. It wasn’t overwhelming- it actually made sense and made me look forward to the 10 minutes or so a day I had to read my info.
I finished my subscription about two months ago. After, I chose to stop the live Noom updates and just keep the free version. I love that this app pushes you to do that and not “live on a diet”. I have managed to maintain my weight and find it has turned into just my way of life and not something I just finished… I didn’t run back to everything that I used to overeat because this app taught me that I should make it a point to eat special treats. This app just taught me how to do it so that I’m not going overboard constantly.
I owe my new midlife body and mindset to Noom!",1405,65,50,false,6261224159,DawnCrawford,Customers,432827200,,,,1597148173,1596522253,1672890764,
us,634598719,2021-01-14T03:33:59Z,3,Love this app but not customer support,"I was doing great with this app. I love the articles that they have to read, the way that they show you how to choose your food wisely so you can keep on track. However, I was logged off by the app and required to sign back in. Have not been able to get back on the app since January 1, 2021. I’ve contacted Support and at least 3 to 4 times a day I get the same suggestion to fix my problem from a different person at Support. I just realized tonight that it is coming from Zendesk which is an app and not real people which explains why I am being told to do the same thing over and over again that does not work. There is no way to contact a person at Noom to get help. I am so disappointed that I cannot use this app any longer. I even tried starting a new account with a different email and it still keeps bringing me to the window to upgrade which means I have to pay again and I have done this twice with no luck. Every time I sign in it comes back to the I want to upgrade window and will not allow me into the actual app. It is so frustrating not to be able to talk to someone to get help with this. I really wanted to continue to use this app and had planned on paying the $200 for the year to reward myself on New Year’s Day but found myself locked out.  I even sent an email to the CEO, Saeju Joeng and received a reply from Zendesk. I was only able to use this app for 4 months.  
Great app if you are able to use it.😩",1430,12,9,false,6867208367,Wcmmama,Customers,169354748,2021-01-15T07:28:55+00:00,20420385,"We're so sorry to hear that you've had such a hard time with Support and we'd love to help get you back into the app! Would you mind reaching out to us at ASreviews@noom.com so our team can make this right for you? Just as a note, Zendesk is a program that we use, but all of our support team members are real people and we'd really love to help!",,1611123764,1672890763,
us,634598719,2020-11-21T12:49:05Z,5,Really helping me improve my relationship with food!,"I joined Noom because I was desperate. I’m tired of losing and gaining the same weight (and more) over and over. I’ve tried a lot of programs, and while losing weight is almost never an issue for me, keeping it off is. My eating habits were broken, and while I had success with WeightWatchers and MyFitnessPal, the former’s use of 0-point foods was no good for someone like me, who will overindulge on anything she feels she’s given license to, and the latter focused so much on calories, it sometimes made every food seem the same, so I would try to game the system to get as much food as I could and be scared of treats. Not good either. Noom is teaching me to listen to my hunger cues, think about nutrition, allow myself treats, and be more mindful about food in general. It is really helping! The weight is coming off, but more importantly, I feel my attitude and outlook on food changing, and I’m enjoying what I eat more instead of stressing about it. This gives me greater faith the weight will stay off. Two changes I wish they would make would be to allow people to log in advance, so we can strategize for big days, like holidays, and not to make it so after I log a meal, I have to go back into log another one; it’s a bit annoying to have to take extra steps when I’m logging. These are minor annoyances, though. Overall, I love Noom, and I’m ending Week 4 16 lbs down!",1382,26,17,false,6669734714,PHG79,Customers,295996788,2020-11-22T22:52:51+00:00,19274015,This is fantastic news!!! Thanks so much for taking the time to share your review and experience with us! Thank you for your suggestion about logging meals!,1607589371,1606663210,1672890762,
us,634598719,2020-01-24T11:59:49Z,5,Remarkable Success,"I just finished my one year subscription with Noom and it was the best money I ever spent! I started last Jan at 215lbs. I saw the commercial on TV, New Years Eve and thought the app looked colorful and fun like a game. I thought it would be entertaining enough to keep my interest, but it was so much more. I learned about all the eating mistakes I was making. I learned what to eat, what to limit, what to increase. Because of my immediate success during the trial, I decided to pay for the subscription. I just wanted to get under 200lbs and be in less pain! 
Noom helped me work through so many of my life issues where I was stuck! 
I hit my goal and kept going. I felt like the pace was perfect. The lessons were really motivating, and the group was safe and encouraging. I hit 162.5 in October. Because of Noom I challenged myself to create a more balanced lifestyle. I started walking, then running, and finished 2 5K’s. I’m now Snowshoeing several times a week and have signed up for 5 - 5K’s in 2020. 
My work has improved so much, I’ve received several raises and so much encouragement. All my coworkers are inspired as well as many friends who have joined Noom too! 
I’ve managed to keep the weight off even through the holidays and now in Winter. Noom really works, especially if you have some supportive encouraging friends to walk and share with. If you do this, and stay really honest with yourself, it works, no excuses!",1436,69,49,false,5442439114,veteran banker,Customers,613700478,,,,1580399350,1580174002,1672890761,
us,634598719,2021-05-20T11:32:44Z,5,It’s working for me!,"I am delighted with Noom. I started on the trial basis, but saw results within the first week. My efforts to control my weight for the last few years had not gotten me anywhere. Noom is a system that allows for all the types of food you like, just not as much and not as often as will cripple efforts for weight control. The app is easy to use, and the daily encouragements are at times corny, but are fun and help to keep me on track. Noom uses what they call “Psych Tricks” to educate and encourage a healthier eating lifestyle. I’m extremely glad I tried it. After a month, I’ve lost 9.5lbs, my clothes are looser, and I’m looking forward to wearing my pretty clothes again after a few more months on the program. I tend to respond well to programs with step-by-step instructions. Logging in my food isn’t a chore, but an interesting challenge to put together a day’s meals. I’ve even allowed myself my favorite cookies, (not every day and not half the package) which I no longer consider “food crack” because I can enjoy them without overdoing. I got a thermos to take soup to lunch, and have experimented with new recipes that are something to look forward to at mealtime. After years of failed attempts to get the weight off, the community of Noom offers a system that works, support and humor, and a way to start feeling like my real self again.",1352,2,2,false,7365168426,Shawna Winn,Customers,146200083,,,,1622632632,1622116053,1672890760,
us,634598719,2020-01-09T13:46:26Z,5,I still eat pizza.,"Yes, I still eat pizza, peanut butter, bread and still drink wine. But logging all these foods in, which is quite easy (I do it by dictating to my iPhone) has shown me how much those foods affect my calorie intake and health. I’ve learned that I can still be happy eating those foods less often. I like that Noom does not necessarily exclude any food type or food group. But they definitely make you aware of the foods that will benefit you in weight loss. Noom is all about swapping out good things over less good things. It’s about figuring out how to avoid temptation by having the right foods around and the right frame of mind to deal with temptation. It’s about replacing good habits with less good habits. It’s about connecting things that you really like with things that you need to improve on in an effort to create a new and more beneficial habit. My morning ritual now includes a big cup of coffee and some quiet time reading my Noom articles, some area bit goofy but still fun to read and informative. I’m a much better eater now and it’s actually been fun making the transition. I’ve lost over 18 pounds over nine weeks, way more than I anticipated. For me it’s been 100% about looking at the food I eat every day and understanding how those foods affect your weight loss journey. It definitely takes dedication and a certain amount of concentration to make progress but I guess that’s what it’s all about.",1420,29,21,false,5380876337,bf f64,Customers,11238586,,,,1579491157,1578860698,1672890759,
us,634598719,2021-10-27T11:57:11Z,3,I love Noom but it has a major flaw,"I have been using Noom on and off for 4 years after successful weight loss but the one thing I always hated is that they say you can customize your own recipe but that is not true. The calories is automatically generated and is always wrong. For example, I am trying to log a recipe with 725 calories, it automatically makes it 2725 calories and you can’t change/correct it. I was told by support that it can take 3-6 months for the recipe to be in the system. What if you want to log it because you just had it and want to stay on track with your calories but can’t see it in your calorie bar because it Is incorrect?  There is no place to type the correct information. Makes no sense why Noom doesn’t have it and Lifesum does. I might switch to Lifesum because I do not want to wait 3-6 months to log a recipe I just ate. I want to know how much I eat calorie wise. Noom should have made it so it so you can fully customize your dish and nutrition info. This is the biggest let down of the app. 

I have talked to support about this 5 times in the past 2 days and most of them are clueless to what I want and those that do understand say “it can take up to 3-6 months for it to finalize”. I have tried this before and it never goes through. I tried 2 years ago and do you think anything happened? Nope.  Really upset with how Noom handles this. Just make it so we can enter are own nutrition information. Lifesum does it",1422,5,5,false,7958981167,Angelofentropy,Customers,275233613,2021-10-28T15:56:52+00:00,25952177,"Oh no, that sounds frustrating!  Our Support Team would like the opportunity to help in any way that we can, and we encourage you to reach out to us at ASreviews@noom.com.😊",,1636543324,1672890758,
us,634598719,2020-04-25T20:57:05Z,4,"Good program, but has some issues.","I am now going into my fifth week with Noom.  I find it to be a good overall concept and I have learned many things about myself, and about nutrition, and human nature, but am I losing weight?  Not much, but I do plan to stay with the program for at least another month.  While I feel that the basic concept is sound, there are some issues that need adjusting.  (1) The program’s daily lessons are centered around a working woman’s or man’s environment, i.e. office , co-workers, break room, etc.  They don’t seem to realize that there are those of us who have left this part of our lives behind and moved on, or, there doesn’t seem to be any appropriate material for a stay-at-home mom or dad, or for any other younger, or older persons out of this working” category.  This hard for me to follow.  (2) They tout one-on-one attention, and, truly, you are given a food coach, assigned to a group, and given a group coach as well.  However, I’m not sure that these coaches are not bots.  Asked questions sometimes are not answered for 24-48 hours (and never on a weekend).  When they are answered, they are impersonal and often do not apply to the real situation at hand.  I do think that this customer service aspect could be improved, or, strike the personal touch from the app advertising.  In short, is this a good program?  Yes, but if you want quicker weight loss and personal attention, I would take my business to Weight Watchers.",1436,42,34,true,5863536731,J. Kaaren,Customers,41465522,2020-04-25T20:57:05+00:00,10733590,So sorry that you did not have the best experience with Noom! We would love to know what went wrong here. Do you mind reaching out to us with your Noom account email at reviewsupport@noom.com regarding this? Thanks!,,1588307960,1672890757,
us,634598719,2021-05-25T11:38:11Z,5,"BEST Program, EASY to use!","I have tried ALL the other weight loss programs out there, I LOVE THIS ONE!! I always went back up in weight after being off the other programs, but this is TOTALLY DIFFERENT! I am having such GREAT success in this program! NOOM teaches me a totally new way to lose weight & keep it off! I COULDN'T BE HAPPIER! Thank you all @ NOOM for changing my life. It’s been a real life changer for me and I highly recommend this to everyone who hasn’t had success in the past. It has taught me so much more than just losing weight, I have learned about how to combat my weaknesses and change my way of thinking. This is so much more than a weight loss program, it has taught me about myself, my habits and how to change them. I have the Apple Watch 6 and it syncs perfectly all of my health data. I can go back and see the weeks that I lost the most weight, and what I ate, how active I was to compare the days. I haven’t used the free coaching, but I definitely will if I hit a weight loss plateau as I had on all the other diets I have tried. I love the reminders you can set, the short daily lessons, and how EASY it is to log daily info. I love the reminders they give me! It keeps me motivated and for the 1st time ever I don’t dread weighing myself! (BIG SIGH!) For what you get, this program is BEYOND worth the price! I am hitting my goals & couldn’t be happier! THANK YOU NOOM!!",1377,0,0,false,7386199297,DRDSM2021,Customers,1133431167,,,,1622977192,1622547828,1672890756,
us,634598719,2019-08-19T01:24:54Z,4,A few months and I’m (somehow?) both physically and emotionally healthier.,"I’ve been dieting on and off since my teen years and I just didn’t want to live that life anymore. Noom offered a balanced perspective full of sound advice and well-researched science. I lost a bit of weight and more importantly I feel like I’m in control (and happy with) my own day-to-day. I’m healthier and feel totally free of the yo-yo diet loop. Lots of great support in my chat group and a fantastic curriculum meant new perspectives and sustainable healthy habits. It was 100% worth it for me.

Oh small note to the developers - I agree with others, the app could use a little work. It took up a ton of space on my phone (over a half gig!) and the messaging portion could be easier to use (better thread management, the ability to edit messages, etc...) but overall really nice product! Very well-designed UI/UX-wise and easy to use :)

Also for others researching, a couple of notes: it’s definitely not a “fast results” kind of program; or at least it wasn’t for me. It’s more about changing your whole lifestyle, which takes time. Also the coach was not super helpful for me - they don’t respond in a very personalized way (was wondering if it was a bot for a little while) and only check in semi-regularly, so if that’s a big priority for you, I would look elsewhere. It’s more of a reminder, “keep you on track” tool than actual personalized guidance, which was a little disappointing.",1398,32,27,false,4639028738,Kvosswinkel,Customers,8273445,2019-08-19T17:14:42+00:00,10242570,"Thanks for letting us be a part of your weight loss journey! We have escalated your requests to our product team for review. Enjoy the rest of the program!
",,1566713090,1672890755,
us,634598719,2022-02-22T13:26:54Z,5,Finally,"I consider myself an expert on dieting, have done them all and yet the weight always comes back (so much for being an expert) As I was planning another attempt to get back on track I faced defeat squarely in the mirror and finally admitted to myself that I could not do it alone. My daughter had recently joined the program and was telling me about it. My silent response to her was “yeah, yeah, yeah WHATEVER”.  So on my day of awakening I thought just maybe I should check this out and opened up the Noom website and started reading and answering the questions and decided it was worth a 14 day trial.  But after only a week I know it is worth so much more than the free trial, I am not easily impressed and can be quite skeptical, but I believe this program is the real deal to success.  Yes, I expect challenges and know I am also an expert procrastinator, but these folks at Noom know all of that too and anticipate those challenges before they can derail my progress.  I am happy with my
experience, it was a little confusing the first two days because I expected a list of foods and a solid meal plan to follow like all the other programs start out. So just follow the steps and they will lead in the right direction to understanding what are the things that have prevented you/us from long term success with maintaining a healthy weight.",1345,2,2,false,8384143102,ljay78,Customers,499171687,2022-02-23T19:29:11+00:00,28222429,Thank you so much for giving us a shot! We're so proud to have you as a part of the Noomily. You got this!,1646705484,1646642837,1672890754,
us,634598719,2021-05-23T01:01:33Z,4,Great but..,"Great app to begin with but then it wasn’t. 

I lost 25 lbs in about 3.5 months and have kept it off for another 3. Noom was a huge part of it because it taught me to look at food differently. It was great because no foods are off limits and I can still have my favorites. The program was supposed to take 16 weeks to become a “Noom master”. The first 16 weeks were definitely helpful. I am now on week 23 and still haven’t “graduated”. The don’t really tell you how long you have left because there’s no way to look forward. My “course progress” has not moved in weeks. Lessons have become less and less about food and food attitudes and more a repetitive rehashing of old lessons. Lots of talk about breaking and changing habits but we have already done this weeks ago. The website is no help either. I feel like I have come so far with Noom but by not actually “ending” the course I feel robbed of the final part of my weight loss journey. A sense of completion and the satisfaction that comes with it. I would have been fine if the had actually “ended” the course at week 16 allowing me to “graduate” and then give me the opportunity to keep going. 

At the end of the month I am canceling my subscription without completing the course. I am grateful for everything that I learned and will carry it with me for years but I am sorely disappointed at not getting that final sense of accomplishment.",1400,4,4,false,7376254577,michaelspringfield,Customers,37279823,,,,,1622291899,1672890753,
us,634598719,2020-05-24T13:26:50Z,4,Approach With a Healthy Mindset,"I have Noom incredibly helpful for me. The app eases you into its program and each day gives you different tools to see the habits you have accepted as facts in your life. One of the best parts of the app is that it admits that there is no one size fits all path to weight loss. It even admits that the amount of weight you think you should lose might not be what best suits your lifestyle. Sometimes I find that the app throws so many ideas at you that it can be difficult at first to know which goals you should be setting each week and which things to focus on. But sticking with it definitely helps. Eventually you start to notice your own patterns, how much the app and its functions help you proceed to where you want to get to, and which parts of the app you can maybe disregard or save for another time. Caveat: I used the app in 2019, lost weight then traveled, stopped using it and gained it all back. I am back on Noom in quarantine knowing that one of the flaws I have found with Noom (and this just might be me personally) is that it is really successful when I’m in full control of my environment, but can be less so when that control decreases. This is something I’m still working on but hoping that with the help of my goal specialist and group I can push through. Noom has helped me lose 12 pounds and 2 inches off of my waist. But, more importantly, it has helped me change certain habits around food.",1419,5,5,false,5987908202,MPolish,Customers,294110733,,,,,1590754824,1672890752,
us,634598719,2021-01-08T11:07:55Z,5,If you want success!,"I have tried many diets. I would say that I don’t even consider this a diet but it does affect the way that I eat. There are so many little tidbits of information that help me throughout the day. And even more importantly I have had 1:1 assistance with some virtual cheerleading and direction, a coach, who has directed me toward articles to read and such, to lift myself up. Each day, the lessons, come with practical things - like weighing daily (which I always was told weekly), shopping in the morning for food cuz of decisions process is affected as day goes on... all have encouraged and made me excited about what I am doing. I don’t remember which day I started - I think it was about a week ago. I have lost 12 lbs. I know it is fluid mostly but choosing food that fills me up better is also part of that. Understanding the “psychology” behind things has helped. I have not been perfect at following a regimen but i have got on all the goals set and accomplished many already, which in and of itself motivates. I think this is really gonna work cuz I don’t have to give up stuff - really. I been making exchanges and that has satisfied. Love this and can’t wait to see if I can make it to my goal weight. I know the weight loss will slow down soon - but I am still at a wonder at how I don’t feel deprived. Loving NOOM!",1328,1,1,false,6844726664,dlome2,Customers,1153011127,2021-01-09T19:41:39+00:00,20286262,Wow! This was wonderful to read!! Thank you so much for taking the time to share your review and experience with us!,1610501039,1610327413,1672890751,
